File,Description,mean_W,ci_low_W,ci_high_W,mean_U,ci_low_U,ci_high_U,max_W,ci_low_max_W,ci_high_max_W,min_W,ci_low_min_W,ci_high_min_W,mean_utilization_Q1,ci_low_utilization_Q1,ci_high_utilization_Q1,mean_utilization_Q2,ci_low_utilization_Q2,ci_high_utilization_Q2,N_value,Strategy,lambda,L_observed,L_theoretical_general,little_verification_general
Config25,"Configuration with Strategy=0, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",1.5947207252539086,1.5750058970566512,1.614435553451166,5.071148518654492,5.051433690457235,5.090863346851749,8.511682583769,1.5750058970566512,1.614435553451166,0.021787116948,1.5750058970566512,1.614435553451166,6.713211600429645e-05,6.608595491212884e-05,6.817827709646407e-05,4.201680672268906e-05,4.148296333568163e-05,4.2550650109696495e-05,2,Exact_N,1.25,0.00010914892272698552,3.7070577268405068e-06,True
Config26,"Configuration with Strategy=1, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",1.2507078460239347,1.2310089743618005,1.270406717686069,5.415161397884465,5.395462526222331,5.4348602695466,9.904281642822,1.2310089743618005,1.270406717686069,0.003998394803,1.2310089743618005,1.270406717686069,6.575486586007364e-05,6.462584547393704e-05,6.688388624621025e-05,6.872379905161155e-05,6.76071157133275e-05,6.98404823898956e-05,2,Limited_N,1.25,0.0001344786649116852,2.90737187471171e-06,True
Config27,"Configuration with Strategy=0, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",2.1001605961854524,2.0775833443391343,2.1227378480317705,4.565708647722948,4.54313139587663,4.588285899569266,10.51690864181,2.0775833443391343,2.1227378480317705,0.07020994391,2.0775833443391343,2.1227378480317705,6.58718134510243e-05,6.484060357601169e-05,6.690302332603692e-05,4.160426027625229e-05,4.129443836834068e-05,4.19140821841639e-05,3,Exact_N,1.25,0.0001074760737272766,4.881993719907081e-06,True
Config28,"Configuration with Strategy=1, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",1.3062674575293134,1.285741780132224,1.3267931349264028,5.359601786379087,5.339076108981997,5.3801274637761765,10.230678172972,1.285741780132224,1.3267931349264028,0.003998394803,1.285741780132224,1.3267931349264028,6.575054244197515e-05,6.457711490079419e-05,6.692396998315612e-05,6.724949562878279e-05,6.64505089080345e-05,6.804848234953107e-05,3,Limited_N,1.25,0.00013300003807075795,3.036524699949168e-06,True
Config29,"Configuration with Strategy=0, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",1.5947207252539086,1.5750058970566512,1.614435553451166,9.07114851865449,9.051433690457232,9.090863346851746,8.511682583769,1.5750058970566512,1.614435553451166,0.021787116948,1.5750058970566512,1.614435553451166,6.713211600429645e-05,6.608595491212884e-05,6.817827709646407e-05,4.201680672268906e-05,4.148296333568163e-05,4.2550650109696495e-05,2,Exact_N,1.25,0.00010914892272698552,3.7070577268405068e-06,True
Config30,"Configuration with Strategy=1, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",1.2507078460239347,1.2310089743618005,1.270406717686069,9.415161397884466,9.395462526222332,9.4348602695466,9.904281642822,1.2310089743618005,1.270406717686069,0.003998394803,1.2310089743618005,1.270406717686069,6.575486586007364e-05,6.462584547393704e-05,6.688388624621025e-05,6.872379905161155e-05,6.76071157133275e-05,6.98404823898956e-05,2,Limited_N,1.25,0.0001344786649116852,2.90737187471171e-06,True
Config31,"Configuration with Strategy=0, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",2.1001605961854524,2.0775833443391343,2.1227378480317705,8.565708647722948,8.54313139587663,8.588285899569266,10.51690864181,2.0775833443391343,2.1227378480317705,0.07020994391,2.0775833443391343,2.1227378480317705,6.58718134510243e-05,6.484060357601169e-05,6.690302332603692e-05,4.160426027625229e-05,4.129443836834068e-05,4.19140821841639e-05,3,Exact_N,1.25,0.0001074760737272766,4.881993719907081e-06,True
Config32,"Configuration with Strategy=1, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",1.3062674575293134,1.285741780132224,1.3267931349264028,9.359601786379086,9.339076108981995,9.380127463776176,10.230678172972,1.285741780132224,1.3267931349264028,0.003998394803,1.285741780132224,1.3267931349264028,6.575054244197515e-05,6.457711490079419e-05,6.692396998315612e-05,6.724949562878279e-05,6.64505089080345e-05,6.804848234953107e-05,3,Limited_N,1.25,0.00013300003807075795,3.036524699949168e-06,True
Config33,"Configuration with Strategy=0, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",1.5947207252539086,1.5750058970566512,1.614435553451166,11.07114851865449,11.051433690457232,11.090863346851746,8.511682583769,1.5750058970566512,1.614435553451166,0.021787116948,1.5750058970566512,1.614435553451166,6.713211600429645e-05,6.608595491212884e-05,6.817827709646407e-05,4.201680672268906e-05,4.148296333568163e-05,4.2550650109696495e-05,2,Exact_N,1.25,0.00010914892272698552,3.7070577268405068e-06,True
Config34,"Configuration with Strategy=1, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",1.2507078460239347,1.2310089743618005,1.270406717686069,11.415161397884466,11.395462526222332,11.4348602695466,9.904281642822,1.2310089743618005,1.270406717686069,0.003998394803,1.2310089743618005,1.270406717686069,6.575486586007364e-05,6.462584547393704e-05,6.688388624621025e-05,6.872379905161155e-05,6.76071157133275e-05,6.98404823898956e-05,2,Limited_N,1.25,0.0001344786649116852,2.90737187471171e-06,True
Config35,"Configuration with Strategy=0, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",2.1001605961854524,2.0775833443391343,2.1227378480317705,10.565708647722948,10.54313139587663,10.588285899569266,10.51690864181,2.0775833443391343,2.1227378480317705,0.07020994391,2.0775833443391343,2.1227378480317705,6.58718134510243e-05,6.484060357601169e-05,6.690302332603692e-05,4.160426027625229e-05,4.129443836834068e-05,4.19140821841639e-05,3,Exact_N,1.25,0.0001074760737272766,4.881993719907081e-06,True
Config36,"Configuration with Strategy=1, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",1.3062674575293134,1.285741780132224,1.3267931349264028,11.359601786379086,11.339076108981995,11.380127463776176,10.230678172972,1.285741780132224,1.3267931349264028,0.003998394803,1.285741780132224,1.3267931349264028,6.575054244197515e-05,6.457711490079419e-05,6.692396998315612e-05,6.724949562878279e-05,6.64505089080345e-05,6.804848234953107e-05,3,Limited_N,1.25,0.00013300003807075795,3.036524699949168e-06,True
Config37,"Configuration with Strategy=0, N=2, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",15.950338840082567,15.754629075308053,16.146048604857082,-2.284469596174167,-2.480179360948682,-2.088759831399652,76.774066250424,15.754629075308053,16.146048604857082,0.032146912481,15.754629075308053,16.146048604857082,2.704822698872089e-05,2.680248448162745e-05,2.729396949581433e-05,2.660352762776344e-05,2.633458159589485e-05,2.6872473659632027e-05,2,Exact_N,2.0,5.365175461648433e-05,3.7077856897757406e-05,True
Config38,"Configuration with Strategy=1, N=2, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",22.223818336934308,22.013612557484592,22.434024116384023,-8.557949093025904,-8.768154872475622,-8.347743313576187,71.237738055746,22.013612557484592,22.434024116384023,0.040307537842,22.013612557484592,22.434024116384023,2.6689441656880537e-05,2.650644375507204e-05,2.687243955868903e-05,2.675370538819628e-05,2.648247154674732e-05,2.702493922964524e-05,2,Limited_N,2.0,5.3443147045076815e-05,5.166106903935476e-05,True
Config39,"Configuration with Strategy=0, N=3, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",23.986172488795944,23.75717549856385,24.21516947902804,-10.320303244887548,-10.549300235119642,-10.091306254655454,74.332700282718,23.75717549856385,24.21516947902804,0.197649702537,23.75717549856385,24.21516947902804,2.6794566062002632e-05,2.66072393536805e-05,2.6981892770324764e-05,2.6460626587637598e-05,2.6303490544913035e-05,2.6617762630362157e-05,3,Exact_N,2.0,5.325519264964023e-05,5.575780426868335e-05,True
Config40,"Configuration with Strategy=1, N=3, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",22.34725243165853,22.13701611641929,22.557488746897768,-8.68138318775013,-8.89161950298937,-8.471146872510891,71.329022102123,22.13701611641929,22.557488746897768,0.040307537842,22.13701611641929,22.557488746897768,2.6689441656880537e-05,2.6505433534397964e-05,2.687344977936311e-05,2.6736538153039946e-05,2.657594684881682e-05,2.6897129457263066e-05,3,Limited_N,2.0,5.342597980992048e-05,5.194800160839761e-05,True
Config41,"Configuration with Strategy=0, N=2, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)",15.950338840082567,15.754629075308053,16.146048604857082,1.7155304038258337,1.5198206390513185,1.911240168600349,76.774066250424,15.754629075308053,16.146048604857082,0.032146912481,15.754629075308053,16.146048604857082,2.704822698872089e-05,2.680248448162745e-05,2.729396949581433e-05,2.660352762776344e-05,2.633458159589485e-05,2.6872473659632027e-05,2,Exact_N,2.0,5.365175461648433e-05,3.7077856897757406e-05,True
Config42,"Configuration with Strategy=1, N=2, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)",22.223818336934308,22.013612557484592,22.434024116384023,-4.557949093025904,-4.7681548724756215,-4.347743313576187,71.237738055746,22.013612557484592,22.434024116384023,0.040307537842,22.013612557484592,22.434024116384023,2.6689441656880537e-05,2.650644375507204e-05,2.687243955868903e-05,2.675370538819628e-05,2.648247154674732e-05,2.702493922964524e-05,2,Limited_N,2.0,5.3443147045076815e-05,5.166106903935476e-05,True
Config43,"Configuration with Strategy=0, N=3, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)",23.986172488795944,23.75717549856385,24.21516947902804,-6.320303244887547,-6.54930023511964,-6.0913062546554535,74.332700282718,23.75717549856385,24.21516947902804,0.197649702537,23.75717549856385,24.21516947902804,2.6794566062002632e-05,2.66072393536805e-05,2.6981892770324764e-05,2.6460626587637598e-05,2.6303490544913035e-05,2.6617762630362157e-05,3,Exact_N,2.0,5.325519264964023e-05,5.575780426868335e-05,True
Config44,"Configuration with Strategy=1, N=3, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)",22.34725243165853,22.13701611641929,22.557488746897768,-4.681383187750131,-4.8916195029893705,-4.471146872510892,71.329022102123,22.13701611641929,22.557488746897768,0.040307537842,22.13701611641929,22.557488746897768,2.6689441656880537e-05,2.6505433534397964e-05,2.687344977936311e-05,2.6736538153039946e-05,2.657594684881682e-05,2.6897129457263066e-05,3,Limited_N,2.0,5.342597980992048e-05,5.194800160839761e-05,True
Config45,"Configuration with Strategy=0, N=2, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)",15.950338840082567,15.754629075308053,16.146048604857082,3.715530403825834,3.5198206390513187,3.911240168600349,76.774066250424,15.754629075308053,16.146048604857082,0.032146912481,15.754629075308053,16.146048604857082,2.704822698872089e-05,2.680248448162745e-05,2.729396949581433e-05,2.660352762776344e-05,2.633458159589485e-05,2.6872473659632027e-05,2,Exact_N,2.0,5.365175461648433e-05,3.7077856897757406e-05,True
Config46,"Configuration with Strategy=1, N=2, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)",22.223818336934308,22.013612557484592,22.434024116384023,-2.557949093025904,-2.768154872475621,-2.3477433135761867,71.237738055746,22.013612557484592,22.434024116384023,0.040307537842,22.013612557484592,22.434024116384023,2.6689441656880537e-05,2.650644375507204e-05,2.687243955868903e-05,2.675370538819628e-05,2.648247154674732e-05,2.702493922964524e-05,2,Limited_N,2.0,5.3443147045076815e-05,5.166106903935476e-05,True
Config47,"Configuration with Strategy=0, N=3, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)",23.986172488795944,23.75717549856385,24.21516947902804,-4.320303244887545,-4.549300235119638,-4.091306254655452,74.332700282718,23.75717549856385,24.21516947902804,0.197649702537,23.75717549856385,24.21516947902804,2.6794566062002632e-05,2.66072393536805e-05,2.6981892770324764e-05,2.6460626587637598e-05,2.6303490544913035e-05,2.6617762630362157e-05,3,Exact_N,2.0,5.325519264964023e-05,5.575780426868335e-05,True
Config48,"Configuration with Strategy=1, N=3, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)",22.34725243165853,22.13701611641929,22.557488746897768,-2.6813831877501317,-2.891619502989371,-2.471146872510892,71.329022102123,22.13701611641929,22.557488746897768,0.040307537842,22.13701611641929,22.557488746897768,2.6689441656880537e-05,2.6505433534397964e-05,2.687344977936311e-05,2.6736538153039946e-05,2.657594684881682e-05,2.6897129457263066e-05,3,Limited_N,2.0,5.342597980992048e-05,5.194800160839761e-05,True
Config49,"Configuration with Strategy=0, N=2, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",15.950338840082567,15.754629075308053,16.146048604857082,-5.284469596174168,-5.480179360948683,-5.088759831399652,76.774066250424,15.754629075308053,16.146048604857082,0.032146912481,15.754629075308053,16.146048604857082,2.704822698872089e-05,2.680248448162745e-05,2.729396949581433e-05,2.660352762776344e-05,2.633458159589485e-05,2.6872473659632027e-05,2,Exact_N,2.0,5.365175461648433e-05,3.7077856897757406e-05,True
