File,Description
Config5321,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config5322,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config5331,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config5332,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config5341,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config5342,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config5351,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config5352,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config5361,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config5362,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config5371,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config5372,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config5381,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config5382,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config5391,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config5392,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config5401,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config5402,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config5411,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config5412,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config5421,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config5422,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config5431,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config5432,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config5441,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config5442,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config5451,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config5452,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config5461,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config5462,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config5471,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config5472,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config5481,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config5482,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config5491,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config5492,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config5501,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config5502,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config5511,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config5512,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config5521,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config5522,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config5531,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config5532,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config5541,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config5542,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config5551,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config5552,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config5561,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config5562,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config5571,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config5572,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config5581,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config5582,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config5591,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config5592,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config5601,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config5602,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config5611,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config5612,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config5621,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config5622,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config5631,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config5632,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config5641,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config5642,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config5651,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config5652,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config5661,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config5662,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config5671,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config5672,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config5681,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config5682,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config5691,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config5692,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config5701,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config5702,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config5711,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config5712,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config5721,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config5722,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config5731,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config5732,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config5741,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config5742,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config5751,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.2s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config5752,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.2s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
