File,Description
Config1781,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.4s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config1782,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.4s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config1791,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.4s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config1792,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.4s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config1801,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config1802,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config1811,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config1812,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config1821,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config1822,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config1831,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config1832,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config1841,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config1842,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config1851,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config1852,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config1861,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config1862,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config1871,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config1872,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config1881,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config1882,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config1891,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config1892,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config1901,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config1902,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config1911,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config1912,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config1921,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config1922,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config1931,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config1932,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config1941,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config1942,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config1951,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config1952,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config1961,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config1962,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config1971,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config1972,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config1981,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config1982,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config1991,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config1992,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2001,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2002,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2011,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2012,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2021,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2022,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2031,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2032,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2041,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2042,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2051,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2052,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2061,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2062,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2071,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2072,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2081,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2082,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2091,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2092,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2101,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2102,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2111,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2112,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2121,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2122,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2131,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2132,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2141,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2142,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2151,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.3s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2152,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.3s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2161,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2162,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2171,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2172,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2181,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2182,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2191,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2192,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2201,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2202,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2211,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2212,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2221,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2222,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2231,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2232,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2241,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2242,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2251,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2252,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2261,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2262,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2271,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2272,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2281,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2282,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2291,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2292,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2301,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2302,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2311,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2312,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2321,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2322,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2331,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2332,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2341,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2342,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2351,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2352,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2361,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2362,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2371,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2372,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2381,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2382,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2391,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2392,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2401,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2402,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2411,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2412,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2421,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2422,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2431,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2432,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2441,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2442,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2451,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2452,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2461,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2462,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2471,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2472,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2481,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2482,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2491,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2492,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2501,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2502,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2511,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.25s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2512,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.25s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2521,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2522,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2531,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2532,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2541,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2542,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2551,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2552,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2561,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2562,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2571,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2572,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2581,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2582,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2591,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2592,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2601,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2602,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2611,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2612,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2621,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2622,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2631,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2632,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2641,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2642,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2651,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2652,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2661,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
